x,y,wl,wr
56.70563127,59.93912352,4.106426067,4.120924903
57.47658755,60.57599675,4.111484324,4.125283979
58.2478356,61.21253643,4.11497916,4.129660733
59.02291837,61.84439397,4.122710757,4.138943268
59.80259707,62.47057373,4.138085473,4.155703931
60.58513781,63.09317321,4.158617045,4.176794332
61.368184,63.71513794,4.180239686,4.198185985
62.14886556,64.34006393,4.199710863,4.216169376
62.92397571,64.97190062,4.213915512,4.22788724
63.68969578,65.61505665,4.219979749,4.229834919
64.45142534,66.26296018,4.213912579,4.227263869
65.21469121,66.90904474,4.200388704,4.221878279
65.98097777,67.5515409,4.189032356,4.212314072
66.75517594,68.1844865,4.181520693,4.205017508
67.53632523,68.80882972,4.178191542,4.200622851
68.3229414,69.42627245,4.17813374,4.199655161
69.11229044,70.04021724,4.178169189,4.200009926
69.90100388,70.65497788,4.175579552,4.1986412
70.68744612,71.27264201,4.171043384,4.194713225
71.47294971,71.89149901,4.166693065,4.190251528
72.25896894,72.50970104,4.163248009,4.186533079
73.04566215,73.12704527,4.159651158,4.183283549
73.83187376,73.74500249,4.154138354,4.178889946
74.6168999,74.36446515,4.14771337,4.172773908
75.40263819,74.98302495,4.144034887,4.167682381
76.19225218,75.59662619,4.146659992,4.167367515
76.98621135,76.20460212,4.150401338,4.171491428
77.77663631,76.81715391,4.143339147,4.169671579
