x,y,wl,wr,slope,friction_coefficient
-21.70428207,158.76913280,4.27166380,4.27272297,-1.00000000,-1.00000000
-22.69799079,158.65856030,4.30237542,4.29844913,-1.00000000,-1.00000000
-23.68964668,158.52983480,4.32303985,4.33508496,-1.00000000,-1.00000000
-24.67283393,158.34652730,4.34273653,4.35705373,-1.00000000,-1.00000000
-25.65087112,158.13907030,4.35021635,4.36243884,-1.00000000,-1.00000000
-26.61976846,157.89081770,4.37190185,4.37894167,-1.00000000,-1.00000000
-27.57930136,157.60975210,4.39889855,4.39816956,-1.00000000,-1.00000000
-28.53374551,157.31137480,4.41430969,4.41742051,-1.00000000,-1.00000000
-29.46978764,156.95909850,4.44836796,4.44229666,-1.00000000,-1.00000000
-30.38761103,156.56241060,4.43472227,4.46698357,-1.00000000,-1.00000000
-31.28015785,156.11137040,4.41310859,4.43301788,-1.00000000,-1.00000000
-32.15417264,155.62559140,4.39371253,4.39861951,-1.00000000,-1.00000000
-33.01413552,155.11519160,4.39255486,4.38772286,-1.00000000,-1.00000000
-33.85657954,154.57644990,4.41017119,4.40069697,-1.00000000,-1.00000000
-34.66036033,153.98172660,4.39039801,4.42461016,-1.00000000,-1.00000000
-35.41733749,153.32838900,4.38290516,4.38445627,-1.00000000,-1.00000000
-36.14102808,152.63823050,4.39434196,4.39054493,-1.00000000,-1.00000000
-36.84523032,151.92859120,4.41463480,4.46518213,-1.00000000,-1.00000000
-37.49309891,151.16660930,4.46836692,4.48716075,-1.00000000,-1.00000000
-38.10596087,150.37730680,4.49749748,4.51727990,-1.00000000,-1.00000000
-38.66266055,149.54601470,4.55352297,4.56718537,-1.00000000,-1.00000000
-39.21442744,148.71218460,4.59125803,4.59898381,-1.00000000,-1.00000000
-39.76935235,147.88020890,4.61575115,4.62194028,-1.00000000,-1.00000000
-40.31077185,147.03954560,4.64819884,4.65117098,-1.00000000,-1.00000000
-40.82558090,146.18230120,4.67771118,4.67918718,-1.00000000,-1.00000000
