alphas_left,alphas_right
0.000000000000000000e+00,8.008886863599946615e-01
0.000000000000000000e+00,7.995650340511334386e-01
0.000000000000000000e+00,7.982413817422722158e-01
0.000000000000000000e+00,7.969177294334109929e-01
0.000000000000000000e+00,7.955940771245497700e-01
0.000000000000000000e+00,7.942704248156885471e-01
0.000000000000000000e+00,7.929467725068273243e-01
0.000000000000000000e+00,7.916231201979661014e-01
0.000000000000000000e+00,7.902994678891048785e-01
0.000000000000000000e+00,7.889758155802436557e-01
0.000000000000000000e+00,7.876521632713824328e-01
0.000000000000000000e+00,7.863285109625212099e-01
0.000000000000000000e+00,7.850048586536599871e-01
0.000000000000000000e+00,7.836812063447987642e-01
0.000000000000000000e+00,7.823575540359375413e-01
0.000000000000000000e+00,7.810339017270763184e-01
0.000000000000000000e+00,7.797102494182150956e-01
0.000000000000000000e+00,7.783865971093538727e-01
0.000000000000000000e+00,7.770629448004926498e-01
0.000000000000000000e+00,7.757392924916314270e-01
0.000000000000000000e+00,7.744156401827702041e-01
0.000000000000000000e+00,7.730919878739089812e-01
0.000000000000000000e+00,7.717683355650477584e-01
0.000000000000000000e+00,7.704446832561865355e-01
0.000000000000000000e+00,7.691210309473253126e-01
0.000000000000000000e+00,7.677973786384640897e-01
0.000000000000000000e+00,7.664737263296028669e-01
0.000000000000000000e+00,7.651500740207416440e-01
0.000000000000000000e+00,7.638264217118804211e-01
0.000000000000000000e+00,7.625027694030191983e-01
0.000000000000000000e+00,7.611791170941579754e-01
0.000000000000000000e+00,7.598554647852967525e-01
0.000000000000000000e+00,7.585318124764355296e-01
0.000000000000000000e+00,7.572081601675743068e-01
0.000000000000000000e+00,7.558845078587130839e-01
0.000000000000000000e+00,7.545608555498518610e-01
0.000000000000000000e+00,7.532372032409906382e-01
0.000000000000000000e+00,7.519135509321294153e-01
0.000000000000000000e+00,7.505898986232681924e-01
0.000000000000000000e+00,7.492662463144069696e-01
0.000000000000000000e+00,7.479425940055457467e-01
0.000000000000000000e+00,7.466189416966845238e-01
0.000000000000000000e+00,7.452952893878233009e-01
0.000000000000000000e+00,7.439716370789620781e-01
0.000000000000000000e+00,7.426479847701008552e-01
0.000000000000000000e+00,7.413243324612396323e-01
0.000000000000000000e+00,7.400006801523784095e-01
0.000000000000000000e+00,7.386770278435171866e-01
0.000000000000000000e+00,7.373533755346559637e-01
0.000000000000000000e+00,7.360297232257947408e-01
0.000000000000000000e+00,7.347060709169335180e-01
0.000000000000000000e+00,7.333824186080722951e-01
0.000000000000000000e+00,7.320587662992110722e-01
0.000000000000000000e+00,7.307351139903498494e-01
0.000000000000000000e+00,7.294114616814886265e-01
0.000000000000000000e+00,7.280878093726274036e-01
0.000000000000000000e+00,7.267641570637661808e-01
0.000000000000000000e+00,7.254405047549049579e-01
0.000000000000000000e+00,7.241168524460437350e-01
0.000000000000000000e+00,7.227932001371825121e-01
0.000000000000000000e+00,7.214695478283212893e-01
0.000000000000000000e+00,7.201458955194600664e-01
0.000000000000000000e+00,7.188222432105988435e-01
0.000000000000000000e+00,7.174985909017376207e-01
0.000000000000000000e+00,7.161749385928763978e-01
0.000000000000000000e+00,7.148512862840151749e-01
0.000000000000000000e+00,7.135276339751539521e-01
0.000000000000000000e+00,7.122039816662927292e-01
0.000000000000000000e+00,7.108803293574315063e-01
0.000000000000000000e+00,7.095566770485702834e-01
0.000000000000000000e+00,7.082330247397090606e-01
0.000000000000000000e+00,7.069093724308478377e-01
0.000000000000000000e+00,7.055857201219866148e-01
0.000000000000000000e+00,7.042620678131253920e-01
0.000000000000000000e+00,7.029384155042641691e-01
0.000000000000000000e+00,7.016147631954029462e-01
0.000000000000000000e+00,7.002911108865417233e-01
0.000000000000000000e+00,6.989674585776805005e-01
0.000000000000000000e+00,6.976438062688192776e-01
0.000000000000000000e+00,6.963201539599580547e-01
0.000000000000000000e+00,6.949965016510968319e-01
0.000000000000000000e+00,6.936728493422356090e-01
0.000000000000000000e+00,6.923491970333743861e-01
0.000000000000000000e+00,6.910255447245131633e-01
0.000000000000000000e+00,6.897018924156519404e-01
0.000000000000000000e+00,6.883782401067907175e-01
0.000000000000000000e+00,6.870545877979294946e-01
0.000000000000000000e+00,6.857309354890682718e-01
0.000000000000000000e+00,6.844072831802070489e-01
0.000000000000000000e+00,6.830836308713458260e-01
0.000000000000000000e+00,6.817599785624846032e-01
0.000000000000000000e+00,6.804363262536233803e-01
0.000000000000000000e+00,6.791126739447621574e-01
0.000000000000000000e+00,6.777890216359009345e-01
0.000000000000000000e+00,6.764653693270397117e-01
0.000000000000000000e+00,6.751417170181784888e-01
0.000000000000000000e+00,6.738180647093172659e-01
0.000000000000000000e+00,6.724944124004560431e-01
0.000000000000000000e+00,6.711707600915948202e-01
0.000000000000000000e+00,6.698471077827335973e-01
0.000000000000000000e+00,6.685234554738723745e-01
0.000000000000000000e+00,6.671998031650111516e-01
0.000000000000000000e+00,6.658761508561499287e-01
0.000000000000000000e+00,6.645524985472887058e-01
0.000000000000000000e+00,6.632288462384274830e-01
0.000000000000000000e+00,6.619051939295662601e-01
0.000000000000000000e+00,6.605815416207050372e-01
0.000000000000000000e+00,6.592578893118438144e-01
0.000000000000000000e+00,6.579342370029825915e-01
0.000000000000000000e+00,6.566105846941213686e-01
0.000000000000000000e+00,6.552869323852601458e-01
0.000000000000000000e+00,6.539632800763989229e-01
0.000000000000000000e+00,6.526396277675377000e-01
0.000000000000000000e+00,6.513159754586764771e-01
0.000000000000000000e+00,6.499923231498152543e-01
0.000000000000000000e+00,6.486686708409540314e-01
0.000000000000000000e+00,6.473450185320928085e-01
0.000000000000000000e+00,6.460213662232315857e-01
0.000000000000000000e+00,6.446977139143703628e-01
0.000000000000000000e+00,6.433740616055091399e-01
0.000000000000000000e+00,6.420504092966479170e-01
0.000000000000000000e+00,6.407267569877866942e-01
0.000000000000000000e+00,6.394031046789254713e-01
0.000000000000000000e+00,6.380794523700642484e-01
0.000000000000000000e+00,6.367558000612030256e-01
0.000000000000000000e+00,6.354321477523418027e-01
0.000000000000000000e+00,6.341084954434805798e-01
0.000000000000000000e+00,6.327848431346193570e-01
0.000000000000000000e+00,6.314611908257581341e-01
0.000000000000000000e+00,6.301375385168969112e-01
0.000000000000000000e+00,6.288138862080356883e-01
0.000000000000000000e+00,6.274902338991744655e-01
0.000000000000000000e+00,6.261665815903132426e-01
